age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class
53,4,163826,15,10,2,9,0,4,1,0,0,45,38,1
45,4,155489,5,4,2,3,0,4,1,0,0,65,38,1
46,2,353824,7,12,4,0,1,4,1,0,0,40,38,0
52,2,174421,7,12,0,9,4,4,0,0,0,32,38,0
44,2,107683,8,11,2,2,5,4,0,4386,0,40,38,1
37,3,347491,15,10,2,3,0,4,1,0,0,50,38,1
24,2,317175,9,13,2,11,0,4,1,0,0,45,38,1
44,2,298885,11,9,2,2,0,4,1,0,0,40,38,0
55,2,144071,9,13,2,12,0,4,1,0,0,18,38,1
45,5,62726,15,10,0,7,1,4,0,0,0,40,38,0
41,2,316820,9,13,0,11,1,4,1,0,0,40,38,1
45,5,50567,11,9,2,3,5,4,0,0,0,40,38,0
66,2,201197,9,13,2,9,0,4,1,0,0,45,38,1
38,2,20308,11,9,4,7,3,4,1,0,0,40,38,0
54,2,141663,11,9,4,7,1,4,1,0,0,15,38,0
56,5,165867,10,16,2,9,0,4,1,0,0,40,38,1
59,2,194573,2,8,2,6,0,2,1,0,0,40,38,1
48,2,149210,11,9,5,2,4,2,1,0,0,45,38,0
39,2,35890,9,13,2,11,0,4,1,0,0,50,38,1
35,2,198841,11,9,2,4,0,4,1,0,0,40,38,0
47,2,121124,9,13,2,2,0,4,1,15024,0,50,38,1
33,2,348416,11,9,4,0,4,2,0,0,0,40,38,0
46,1,258498,12,14,0,9,4,4,0,0,0,40,38,0
46,1,149949,9,13,2,9,0,4,1,0,0,45,38,1
40,2,111483,12,14,2,3,0,4,1,0,0,50,38,1
55,1,159028,11,9,2,13,0,4,1,0,0,40,38,0
41,2,104196,12,14,2,3,0,4,1,0,0,50,38,1
17,2,108402,0,6,4,11,3,4,0,0,0,20,38,0
55,4,141807,9,13,2,3,0,4,1,0,0,40,38,1
45,4,244194,7,12,2,11,0,4,1,5178,0,40,38,1
36,4,36270,11,9,0,13,1,4,1,0,0,60,38,0
42,2,136177,15,10,0,0,4,4,0,0,0,38,38,0
57,2,122562,0,6,2,13,0,4,1,0,0,60,38,1
26,2,84619,9,13,2,2,0,4,1,0,0,40,38,1
18,2,118376,15,10,4,11,3,4,0,0,0,15,38,0
68,4,128986,5,4,2,4,0,4,1,0,0,30,38,0
58,4,93664,11,9,2,3,0,4,1,15024,0,60,38,1
37,0,207887,9,13,0,3,2,4,0,0,0,50,38,0
37,2,234807,9,13,0,3,4,4,0,7430,0,45,38,1
63,2,346975,9,13,2,9,5,4,0,7688,0,36,38,1
36,0,203836,15,10,2,5,0,4,1,0,0,50,38,0
36,2,225516,7,12,4,11,1,2,1,10520,0,43,38,1
42,2,184823,15,10,4,0,3,4,0,0,0,40,38,0
57,2,238017,11,9,6,12,1,2,0,0,0,54,38,0
22,5,186634,2,8,4,3,1,4,1,0,0,50,38,1
34,2,121321,11,9,2,13,0,4,1,0,0,50,38,1
44,2,198452,11,9,2,2,0,4,1,0,0,40,38,0
29,2,194869,15,10,4,11,1,4,1,0,0,35,38,0
38,2,184801,9,13,2,11,0,4,1,0,0,60,38,1
43,1,85440,12,14,2,9,0,4,1,0,0,45,38,1
21,2,222993,11,9,4,6,3,4,1,0,0,40,38,0
45,4,155489,5,4,2,3,0,4,1,0,0,65,38,1
33,2,321709,7,12,2,7,5,4,0,0,0,15,38,1
56,2,213105,11,9,2,11,0,4,1,0,0,36,38,1
23,1,442359,9,13,4,9,1,4,0,0,1092,40,38,0
28,2,160510,15,10,2,0,0,4,1,0,0,50,38,1
78,3,212660,1,7,2,3,0,4,1,0,0,10,38,0
21,2,195248,15,10,4,11,3,3,0,0,0,20,38,0
25,4,136450,7,12,2,0,5,4,0,0,0,35,38,1
33,5,357691,12,14,2,10,0,2,1,0,0,40,38,0
62,2,155256,11,9,2,3,0,4,1,0,0,45,38,1
20,2,203240,7,12,4,0,1,4,0,0,0,30,38,0
48,2,54744,11,9,2,2,0,4,1,0,0,40,38,0
34,4,345705,11,9,4,2,1,4,1,0,0,45,38,1
19,0,215891,15,10,4,0,3,4,0,0,0,10,38,0
32,3,235847,12,14,4,3,1,4,0,0,0,52,38,0
23,2,190483,9,13,4,11,3,4,0,0,0,20,38,0
22,2,416165,15,10,4,0,3,4,0,0,0,40,38,0
33,1,29144,8,11,2,2,0,4,1,0,0,40,38,0
31,1,201697,9,13,2,9,5,4,0,0,0,40,38,1
39,2,132879,10,16,2,3,0,4,1,0,0,42,38,1
45,2,256866,11,9,2,9,0,4,1,0,0,45,38,1
65,2,56924,11,9,6,8,1,4,0,0,0,10,38,0
50,0,193116,11,9,2,3,0,4,1,0,0,40,38,1
47,2,169388,1,7,0,7,4,4,0,0,0,15,38,0
56,2,110003,12,14,2,9,0,4,1,0,0,40,38,1
44,2,193494,15,10,2,13,0,4,1,0,0,72,38,1
19,2,46162,11,9,4,4,3,4,1,0,0,25,38,0
21,2,153209,15,10,2,6,0,4,1,0,0,40,38,0
59,2,31782,0,6,2,13,0,4,1,0,0,45,38,1
34,2,35743,9,13,2,3,0,4,1,0,0,40,38,1
32,2,126132,9,13,2,3,0,4,1,15024,0,50,38,1
32,2,252752,12,14,4,3,1,4,0,13550,0,60,38,1
54,2,140592,11,9,0,0,1,4,0,0,0,40,38,0
38,2,165930,11,9,2,2,0,4,1,0,0,40,38,0
33,2,37646,9,13,2,0,0,4,1,0,0,60,38,0
39,1,301614,8,11,2,10,0,4,1,0,0,48,38,1
40,3,175696,11,9,4,11,1,4,1,0,0,51,38,0
36,3,176837,15,10,2,2,0,4,1,7298,0,45,38,1
46,2,53540,15,10,0,9,1,2,0,0,0,40,38,1
30,2,79448,15,10,0,0,4,4,0,0,0,10,38,0
35,2,273612,9,13,4,3,1,4,1,0,0,45,38,0
45,2,131826,15,10,2,5,0,4,1,0,0,40,38,0
55,2,213615,11,9,2,2,0,4,1,0,0,40,38,1
29,2,130438,11,9,2,6,0,4,1,0,0,40,38,0
37,4,29054,11,9,2,4,0,4,1,0,0,50,38,0
24,2,373718,15,10,4,4,1,4,1,0,0,20,38,0
32,2,317378,9,13,4,3,3,4,0,10520,0,40,38,1
32,2,106014,15,10,2,11,0,4,1,5178,0,50,38,1
51,2,165614,12,14,4,9,1,4,1,0,0,55,38,1
36,2,89202,9,13,4,9,3,4,1,0,0,50,38,0
74,3,167537,15,10,2,3,0,4,1,0,0,35,38,1
46,0,268281,7,12,0,0,4,4,0,0,0,40,38,0
47,4,192755,11,9,2,6,5,4,0,0,0,20,38,1
41,2,373403,9,13,2,9,0,4,1,0,0,40,38,1
51,2,243361,15,10,6,0,4,4,0,0,0,45,38,0
52,2,54933,12,14,0,9,3,4,0,0,0,40,38,0
49,2,74984,0,6,2,2,0,4,1,0,0,40,38,0
46,2,45857,11,9,0,11,1,4,0,0,0,33,38,0
20,2,386643,15,10,4,7,3,4,0,0,0,40,38,0
56,4,73746,15,10,2,3,0,4,1,0,0,50,38,1
51,2,63081,7,12,2,9,5,4,0,0,0,40,38,1
35,2,209214,11,9,2,0,5,4,0,4386,0,35,38,1
49,2,133669,15,10,2,0,0,4,1,0,0,40,38,1
18,1,28357,11,9,4,0,3,4,0,0,0,40,38,0
55,2,229029,9,13,2,3,0,4,1,15024,0,48,38,1
28,2,221366,15,10,4,2,3,4,1,0,0,40,38,0
18,2,132397,2,8,4,7,3,2,0,0,0,18,38,0
25,1,100125,9,13,4,0,1,4,0,0,0,40,38,0
30,2,175878,11,9,2,2,0,4,1,0,0,42,38,1
51,1,159755,12,14,2,9,0,4,1,0,0,40,38,1
51,2,394690,11,9,0,3,1,4,0,0,0,40,38,0
21,2,203715,11,9,4,13,3,4,1,0,0,40,38,0
49,2,367037,7,12,0,0,1,4,0,4650,0,40,38,0
47,2,189498,11,9,2,12,0,4,1,0,0,65,38,1
42,2,262243,1,7,2,2,0,4,1,0,0,35,38,1
44,2,282062,5,4,2,2,0,4,1,0,0,40,38,0
34,4,101266,9,13,4,11,1,4,1,0,0,62,38,0
25,2,169323,9,13,2,3,3,4,0,0,0,40,38,0
31,1,206609,11,9,2,10,0,4,1,0,0,40,38,1
24,2,174907,11,9,4,7,3,4,0,0,0,30,38,0
44,2,210525,9,13,2,9,0,4,1,0,0,40,38,1
26,2,40255,8,11,4,4,3,4,1,0,0,40,38,0
56,2,188856,9,13,4,3,1,4,0,8614,0,55,38,1
37,2,30267,1,7,4,13,1,4,1,0,0,60,38,1
45,0,76008,9,13,2,3,0,4,1,0,0,50,38,1
54,2,206369,11,9,2,6,0,4,1,5178,0,50,38,1
37,3,329980,9,13,2,11,0,4,1,15024,0,50,38,1
17,2,147069,0,6,4,11,3,4,0,0,0,16,38,0
25,2,189897,11,9,2,2,3,4,1,0,0,40,38,0
32,2,296897,9,13,4,9,3,2,0,0,0,40,38,0
48,2,232145,11,9,0,6,1,4,1,0,0,40,38,0
59,3,159472,11,9,2,11,0,4,1,0,0,40,38,0
27,2,112754,15,10,2,6,0,2,1,0,0,56,38,0
47,2,173938,9,13,2,3,0,4,1,0,0,57,38,1
20,2,245297,15,10,4,7,1,4,0,0,0,20,38,0
50,3,304955,9,13,2,11,0,4,1,0,0,60,38,1
42,2,121055,9,13,2,11,0,4,1,0,0,60,38,0
26,2,203777,15,10,4,11,1,2,0,0,0,37,38,0
54,1,182429,11,9,6,13,4,4,0,0,0,38,38,0
57,2,322691,8,11,2,2,0,4,1,0,0,40,38,1
34,2,293017,15,10,4,12,4,2,0,0,0,40,38,0
24,2,209417,15,10,2,11,0,4,1,7298,0,60,38,1
56,2,444089,1,7,0,11,1,4,0,0,0,40,38,0
52,1,230112,12,14,2,9,0,4,1,0,0,40,38,1
42,2,171615,11,9,2,3,0,4,1,0,0,55,38,1
39,4,189922,11,9,2,3,0,4,1,0,0,60,38,1
28,1,154863,6,5,2,2,0,2,1,0,0,40,37,1
27,2,43652,9,13,4,0,1,4,0,0,0,40,38,0
46,1,124071,12,14,0,3,4,4,0,0,0,65,38,1
46,5,222374,11,9,2,7,0,4,1,0,0,43,38,1
43,4,241895,9,13,4,11,1,4,1,0,0,42,38,0
54,2,353787,15,10,2,0,0,4,1,0,0,40,38,1
30,2,214063,15,10,4,4,2,2,1,0,0,72,38,0
39,2,204527,10,16,2,9,0,4,1,0,0,50,38,1
30,1,263561,11,9,2,10,0,4,1,0,0,40,38,1
46,2,123681,10,16,0,9,1,4,1,0,0,40,38,0
22,2,83704,15,10,4,0,3,4,1,0,0,30,38,0
46,2,375606,10,16,4,9,1,4,1,0,0,40,38,1
33,2,278736,8,11,2,6,0,4,1,0,0,50,38,0
48,0,34998,9,13,2,0,0,4,1,0,0,48,38,1
45,4,244813,14,15,2,9,0,4,1,0,0,38,38,1
60,2,31577,11,9,2,13,0,4,1,0,0,60,38,1
31,5,268832,11,9,4,0,1,2,0,0,0,37,38,0
46,2,146919,11,9,2,0,5,4,0,0,0,40,38,1
30,2,61272,6,5,2,6,5,4,0,0,0,40,31,0
61,2,197286,6,5,2,2,0,4,1,0,0,40,38,0
39,1,229651,9,13,2,9,0,4,1,0,0,50,38,1
31,2,301637,8,11,4,4,3,4,1,0,0,40,38,0
49,2,101320,12,14,0,3,1,4,0,0,0,75,38,0
41,2,116103,15,10,4,3,1,4,1,0,0,50,38,0
40,2,187376,15,10,2,11,0,4,1,0,0,60,38,1
34,2,203488,15,10,2,13,0,4,1,0,0,40,38,0
34,2,199539,8,11,2,2,0,4,1,0,0,48,38,1
49,2,172246,1,7,2,13,0,4,1,0,0,40,38,0
29,1,375655,9,13,4,9,1,4,1,0,0,40,38,0
54,2,145098,15,10,2,11,0,4,1,0,0,40,38,1
22,5,293364,15,10,4,10,3,2,0,0,0,40,38,0
60,4,95445,15,10,2,13,0,4,1,3137,0,46,38,0
24,2,179423,9,13,4,0,3,4,0,0,0,20,38,0
56,2,32446,15,10,2,2,0,4,1,0,0,40,38,1
22,2,186365,15,10,4,6,1,4,1,0,0,40,38,0
20,2,112387,0,6,4,2,3,4,1,0,0,40,38,0
27,2,167737,2,8,4,6,1,4,1,0,0,45,38,0
59,1,196013,9,13,2,9,0,4,1,0,0,40,38,1
28,2,115945,10,16,4,0,3,4,1,0,0,18,38,0
24,2,165474,11,9,2,7,0,4,1,0,0,39,38,0
35,2,128876,15,10,2,2,0,4,1,0,0,40,38,0
25,2,306513,15,10,2,0,0,4,1,0,0,45,38,0
50,5,139157,12,14,0,9,1,4,1,0,0,60,38,1
29,2,166210,15,10,0,12,1,4,1,0,0,55,38,0
36,2,201769,1,7,4,10,1,2,1,13550,0,40,38,1
43,2,240504,11,9,2,5,0,4,1,0,0,40,38,0
40,2,145439,4,3,2,7,0,3,1,4064,0,40,25,0
51,2,153486,15,10,2,5,0,4,1,0,0,40,38,0
31,2,170983,9,13,2,3,0,4,1,0,0,60,38,1
39,2,198841,12,14,2,9,0,4,1,7688,0,45,38,1
48,2,193047,12,14,2,3,0,4,1,0,0,60,38,1
31,2,203488,15,10,2,11,0,4,1,0,0,44,38,1
31,1,201697,9,13,2,9,5,4,0,0,0,40,38,1
19,2,248749,15,10,4,11,3,4,1,0,0,20,38,0
20,2,143604,11,9,4,7,3,4,0,0,0,40,38,0
37,2,86310,15,10,0,0,4,4,0,0,0,45,38,0
40,2,111483,12,14,2,3,0,4,1,0,0,50,38,1
44,1,189956,9,13,2,10,5,2,0,15024,0,40,38,1
19,1,27382,15,10,4,0,3,4,1,0,0,40,38,0
50,5,173020,15,10,2,2,0,4,1,0,0,40,38,0
36,2,104858,15,10,2,4,0,4,1,0,0,56,38,1
20,2,266467,11,9,2,2,0,4,1,0,0,40,38,0
62,2,210142,8,11,2,3,0,4,1,0,0,50,38,1
52,2,96359,10,16,2,3,0,4,1,0,0,57,38,1
60,2,147473,11,9,2,11,0,4,1,0,0,40,38,0
35,2,154410,9,13,2,3,0,4,1,0,0,50,38,1
26,2,222248,11,9,4,2,1,4,1,0,0,70,38,0
31,2,117659,1,7,2,13,0,4,1,0,0,40,38,1
30,2,222162,11,9,2,5,0,4,1,0,0,66,38,0
47,2,159399,14,15,2,9,0,4,1,0,0,55,38,1
27,2,209085,11,9,4,11,2,4,1,0,0,45,38,0
45,2,259463,8,11,2,9,0,4,1,0,0,40,38,1
54,2,99185,12,14,2,9,0,4,1,0,0,40,38,1
36,2,83089,4,3,2,6,0,4,1,7298,0,40,25,1
50,2,174102,11,9,0,2,3,4,1,0,0,40,32,0
38,2,187748,9,13,2,9,0,4,1,0,0,40,38,1
24,4,107452,15,10,2,11,0,4,1,0,0,40,38,0
59,1,435836,0,6,2,7,5,4,0,0,0,30,38,1
18,4,454950,15,10,4,0,3,4,0,0,0,40,38,0
65,0,44807,15,10,2,0,0,4,1,0,0,48,38,1
26,2,248612,9,13,4,9,3,4,1,0,0,30,38,0
49,2,149210,11,9,2,13,0,2,1,0,0,40,38,0
43,2,171888,15,10,0,0,1,4,0,0,0,40,38,0
28,2,421967,9,13,2,3,5,4,0,0,0,60,38,1
33,2,45796,11,9,2,11,0,4,1,0,0,40,38,1
39,3,117555,9,13,2,3,0,4,1,0,0,60,38,1
34,2,357145,9,13,2,9,5,4,0,0,0,50,38,1
39,2,306646,15,10,2,11,0,4,1,3103,0,50,38,1
19,2,109005,15,10,4,11,3,4,0,0,0,20,38,0
37,1,289238,0,6,2,2,0,4,1,0,0,40,38,0
38,2,44780,9,13,2,11,5,4,0,0,0,8,38,1
36,2,238802,11,9,2,6,0,4,1,0,0,48,38,1
37,4,82540,6,5,2,13,0,4,1,0,0,70,38,1
42,2,256179,15,10,2,6,5,2,0,0,0,48,38,1
44,0,269792,9,13,2,0,0,4,1,0,0,43,38,0
45,1,318280,15,10,2,9,0,4,1,7688,0,50,38,1
60,5,265201,10,16,2,9,0,4,1,0,0,50,38,1
30,1,115040,11,9,2,5,2,4,1,0,0,25,38,0
36,2,214604,9,13,2,11,0,4,1,0,0,42,38,1
28,4,175406,12,14,2,3,5,4,0,0,0,30,38,1
44,1,339346,12,14,4,3,1,4,0,10520,0,60,38,1
56,2,95763,0,6,0,2,1,4,1,0,0,45,38,0
23,2,42251,9,13,4,3,1,4,0,0,0,45,38,0
32,2,107843,11,9,2,6,0,4,1,5178,0,50,38,1
32,2,192565,1,7,2,3,0,4,1,0,0,55,38,0
49,2,255559,15,10,2,0,5,4,0,0,0,40,38,1
42,2,367533,0,6,2,2,3,3,1,0,0,43,38,1
21,2,123727,11,9,4,3,2,4,0,0,0,40,38,0
19,2,248339,11,9,4,2,3,4,1,0,0,35,38,0
45,2,229967,11,9,0,3,1,4,1,13550,0,50,38,1
67,2,188903,9,13,2,9,0,4,1,0,0,40,38,1
35,2,308489,9,13,2,11,0,2,1,0,0,50,38,0
49,4,349986,9,13,2,9,0,4,1,0,0,60,38,1
18,2,217439,11,9,4,7,1,4,0,0,0,28,38,0
57,5,247624,12,14,2,3,0,4,1,0,0,40,38,1
45,4,67716,15,10,2,3,0,4,1,0,0,60,38,0
69,4,128206,11,9,2,12,0,4,1,0,0,30,38,0
28,2,490332,9,13,2,9,0,4,1,3103,0,40,38,1
31,1,190401,12,14,2,9,0,4,1,0,0,40,38,0
47,2,205730,11,9,2,2,0,4,1,0,0,56,38,1
35,2,207819,9,13,2,3,0,4,1,15024,0,50,38,1
53,0,164195,15,10,2,12,0,4,1,4386,0,40,38,1
35,4,103323,15,10,2,2,0,4,1,0,0,40,38,1
25,2,294406,8,11,4,9,1,4,0,0,0,30,38,0
52,0,22428,9,13,2,10,0,4,1,0,0,60,38,1
33,2,272411,9,13,4,3,1,4,0,0,0,40,38,0
48,2,216292,11,9,2,4,0,4,1,0,0,43,38,0
29,4,100368,6,5,6,7,4,4,0,0,0,27,38,0
36,2,51100,15,10,2,2,0,4,1,0,0,40,38,0
58,4,164065,12,14,0,11,1,4,1,0,0,18,38,0
35,2,117381,9,13,4,3,1,4,1,8614,0,45,38,1
39,2,252327,6,5,5,2,3,4,1,0,0,35,25,0
28,2,189530,7,12,2,9,0,4,1,0,0,40,38,1
50,2,43764,10,16,2,9,0,4,1,15024,0,50,38,1
42,2,155972,11,9,2,5,0,4,1,0,0,40,38,1
59,2,280519,0,6,2,13,0,2,1,0,0,40,38,0
48,3,149218,9,13,2,4,0,4,1,0,0,70,38,1
21,2,241367,15,10,4,0,3,4,1,0,0,10,38,0
39,1,316582,12,14,4,9,1,4,0,0,0,55,38,0
42,1,281315,9,13,4,9,1,4,1,0,0,50,38,0
63,2,174018,15,10,2,11,0,2,1,0,0,40,38,1
46,1,195418,9,13,2,9,0,2,1,0,0,40,38,1
58,0,244830,9,13,5,9,1,4,1,4787,0,40,38,1
43,2,102180,12,14,2,3,0,4,1,0,0,50,38,1
34,4,34572,8,11,2,3,0,4,1,0,0,60,38,1
23,2,41721,8,11,2,2,0,4,1,0,0,55,38,1
37,2,267085,15,10,2,2,0,4,1,0,0,40,38,0
56,2,298695,5,4,2,6,0,4,1,0,0,48,38,0
60,2,201965,15,10,4,9,4,4,1,0,0,40,38,1
58,3,229116,14,15,0,9,1,4,1,0,0,70,38,1
42,1,142756,9,13,0,9,1,4,0,0,0,50,38,0
24,4,117210,11,9,0,2,1,4,1,0,0,50,38,0
55,2,197399,11,9,2,2,0,4,1,0,0,50,38,1
37,2,115289,15,10,2,3,0,4,1,0,0,40,38,0
28,2,197222,15,10,4,12,3,4,0,0,0,38,38,0
24,2,132053,7,12,4,0,3,4,0,0,0,35,38,0
64,2,301352,11,9,2,2,0,4,1,0,0,40,38,0
49,2,68493,11,9,3,2,4,2,1,0,0,40,38,0
58,2,219537,5,4,0,6,4,4,0,0,0,40,38,0
50,2,211319,9,13,2,3,0,4,1,7298,0,50,38,1
29,2,337953,11,9,2,11,0,4,1,0,0,40,38,1
37,2,114591,7,12,4,3,1,4,0,0,0,50,38,1
46,2,178642,11,9,2,5,5,4,0,0,0,40,38,1
33,2,244817,11,9,4,7,1,4,1,0,0,40,38,0
39,2,30916,11,9,2,2,0,4,1,0,0,40,38,0
35,2,332588,11,9,0,7,4,4,0,0,0,30,38,0
28,2,190367,11,9,2,6,0,4,1,0,0,45,38,0
33,2,236379,9,13,2,11,0,4,1,0,0,45,38,0
44,1,54651,12,14,2,9,0,4,1,0,0,40,38,1
49,2,315984,11,9,2,6,0,4,1,0,0,40,38,0
36,2,326352,12,14,4,9,1,4,1,0,0,45,38,0
45,1,272792,12,14,2,9,5,2,0,0,0,50,38,1
28,4,398918,9,13,4,9,1,4,1,0,0,50,38,1
37,2,365739,7,12,2,12,0,4,1,0,0,40,38,1
32,4,174789,9,13,2,9,0,4,1,0,0,50,38,1
37,2,265144,9,13,2,3,0,4,1,0,0,50,38,1
56,1,370045,9,13,2,9,0,4,1,0,0,40,38,1
42,2,187702,11,9,0,7,1,4,1,0,0,40,38,0
59,2,165922,9,13,2,9,0,4,1,15024,0,40,38,1
32,2,313835,12,14,2,9,0,4,1,0,0,40,38,1
21,2,57298,15,10,4,11,3,4,0,0,0,35,38,0
28,2,109001,12,14,2,9,0,4,1,0,0,38,38,1
34,2,426431,15,10,2,2,0,4,1,0,0,48,38,1
30,2,160634,8,11,4,2,3,4,1,0,0,40,38,1
36,2,140854,5,4,2,0,0,4,1,0,0,45,31,0
22,2,137591,15,10,4,11,3,4,1,0,0,35,38,0
44,2,145441,9,13,2,3,0,4,1,7298,0,48,38,1
53,1,196395,9,13,2,9,0,2,1,0,0,40,38,1
29,2,334277,9,13,4,11,1,4,1,0,0,45,38,0
23,2,287988,9,13,4,3,1,4,1,0,0,30,38,0
50,1,30682,12,14,2,9,0,4,1,0,0,50,38,0
25,2,126133,15,10,4,7,3,4,0,0,0,40,38,0
24,2,32732,11,9,2,2,0,4,1,0,0,50,38,0
48,2,345831,15,10,2,12,0,4,1,0,0,40,38,1
35,2,282753,8,11,2,2,0,4,1,0,0,40,38,1
41,2,177305,7,12,2,2,0,4,1,0,0,60,38,1
43,5,139734,9,13,2,3,0,4,1,15024,0,40,38,1
43,1,209544,12,14,4,3,1,4,0,10520,0,50,38,1
38,2,200445,15,10,2,6,0,4,1,0,0,48,38,1
53,0,164195,15,10,2,12,0,4,1,4386,0,40,38,1
35,1,182570,7,12,2,10,0,4,1,0,0,40,38,1
31,4,340880,9,13,2,11,0,4,1,0,0,48,38,0
51,2,162632,11,9,2,13,0,4,1,7298,0,60,38,1
38,2,296317,11,9,2,6,0,4,1,0,0,40,25,0
39,2,114678,11,9,0,7,4,2,0,5455,0,40,38,0
31,2,175548,11,9,4,7,1,3,0,0,0,35,38,0
43,2,222596,9,13,2,3,0,4,1,15024,0,50,38,1
45,2,168191,15,10,2,12,0,4,1,15024,0,37,38,1
25,2,391192,8,11,4,2,3,4,1,0,0,40,38,0
27,2,135308,9,13,4,11,1,2,0,0,0,40,38,0
28,4,183523,11,9,2,2,0,4,1,0,0,35,38,0
48,3,216214,15,10,2,2,0,4,1,3103,0,40,38,1
21,2,322674,15,10,4,7,1,4,1,0,0,32,38,0
37,3,116554,12,14,0,3,1,4,0,0,0,70,38,0
24,2,311311,9,13,4,6,1,4,1,0,0,65,38,0
49,2,31267,5,4,2,2,0,4,1,0,0,40,38,0
37,2,401998,11,9,6,6,4,4,0,0,0,20,38,0
49,4,168191,5,4,2,7,0,4,1,0,0,70,21,0
31,2,114691,11,9,2,6,0,4,1,0,0,40,38,1
24,4,172047,7,12,4,2,3,4,1,0,0,40,38,0
50,3,293196,11,9,2,3,0,4,1,7298,0,40,38,1
21,2,231053,11,9,4,6,3,4,1,0,0,30,38,0
44,2,262233,15,10,0,3,4,4,1,0,0,47,38,0
50,3,293196,11,9,2,3,0,4,1,7298,0,40,38,1
23,2,316793,11,9,2,11,5,2,0,0,0,35,38,0
38,2,170174,11,9,4,9,1,4,1,0,0,60,38,0
29,2,84366,0,6,3,0,4,4,0,0,0,40,25,0
41,2,176452,11,9,4,7,3,4,1,0,0,40,28,0
47,2,183522,15,10,2,3,5,2,0,0,0,40,38,1
47,2,78529,9,13,2,11,0,4,1,0,0,60,38,1
24,2,241523,11,9,2,7,0,4,1,0,0,45,38,1
23,2,176724,1,7,2,6,0,4,1,0,0,40,32,0
48,2,236858,1,7,0,7,1,4,0,0,0,31,38,0
35,2,277347,11,9,2,6,0,4,1,0,0,55,38,0
57,2,204209,5,4,2,2,0,4,1,3103,0,40,38,1
19,2,121788,15,10,4,11,1,4,0,0,0,30,38,0
54,2,202115,11,9,2,6,5,4,0,0,0,40,38,1
32,2,347623,11,9,2,5,0,4,1,0,0,40,38,0
25,5,153534,15,10,2,10,0,4,1,0,0,40,38,0
39,5,221059,12,14,2,9,2,3,0,7688,0,38,38,1
40,2,38389,8,11,2,2,0,4,1,0,0,40,38,0
68,4,69249,11,9,2,4,0,4,1,0,0,50,38,1
21,2,126568,11,9,4,0,2,4,1,0,0,40,38,0
38,2,374524,9,13,2,9,0,4,1,0,0,40,38,1
37,2,189922,7,12,2,12,0,4,1,0,0,50,38,1
66,2,123484,15,10,4,0,3,4,0,0,0,40,38,0
41,2,193882,9,13,2,4,0,4,1,0,0,40,38,0
58,2,163113,11,9,6,11,1,4,0,0,0,35,38,1
37,2,254202,9,13,2,11,0,4,1,0,0,50,38,0
19,1,292962,11,9,4,2,2,2,0,0,0,40,38,0
44,3,144778,14,15,4,9,1,4,1,8614,0,50,38,1
51,1,194970,11,9,2,3,0,4,1,0,0,40,38,1
28,1,263600,11,9,2,10,0,4,1,0,0,40,38,1
36,2,145704,11,9,0,6,4,4,0,0,0,40,38,0
26,1,143583,12,14,4,9,1,4,0,0,0,40,38,0
31,2,393357,6,5,2,5,0,2,1,0,0,48,38,0
51,1,203334,10,16,0,3,1,4,0,0,0,45,38,1
42,2,219155,9,13,2,11,0,4,1,15024,0,50,38,1
27,2,200733,11,9,2,6,0,4,1,0,0,55,38,0
37,2,99146,9,13,2,11,0,4,1,0,0,60,38,1
28,2,160510,15,10,2,0,0,4,1,0,0,50,38,1
40,1,166893,9,13,2,10,0,2,1,0,0,40,38,1
30,2,226296,12,14,2,9,0,4,1,0,0,40,38,1
23,2,133515,9,13,4,11,4,4,0,0,0,20,38,0
21,2,287681,11,9,4,6,3,4,1,0,0,40,25,0
43,1,35824,12,14,2,9,5,4,0,0,0,40,38,1
29,2,108775,9,13,2,3,0,4,1,0,0,50,38,1
21,2,88926,15,10,4,9,3,4,1,0,0,10,38,0
42,2,250121,1,7,2,7,5,4,0,0,0,40,38,0
49,2,177426,11,9,0,7,1,4,0,0,0,20,38,0
37,2,208391,15,10,2,13,0,4,1,0,0,40,38,1
62,1,194276,12,14,2,9,0,4,1,7688,0,40,38,1
42,2,172641,5,4,5,6,4,2,0,0,0,40,38,0
43,2,197609,15,10,0,7,1,4,0,0,0,30,38,0
24,2,233777,15,10,4,11,4,4,1,0,0,50,25,0
62,1,123749,9,13,2,3,0,4,1,0,0,40,38,1
59,4,98418,11,9,2,4,0,4,1,0,0,20,38,0
53,2,30846,11,9,4,5,3,4,1,0,0,40,38,0
39,2,179579,11,9,4,2,3,4,1,0,0,40,38,0
18,2,208447,2,8,4,5,3,4,1,0,0,6,38,0
47,2,334039,9,13,2,3,0,4,1,7298,0,44,38,1
31,2,43819,9,13,2,3,5,4,0,0,0,40,38,1
42,2,107563,11,9,2,13,0,4,1,0,0,40,38,1
30,3,204742,9,13,2,3,0,4,1,0,0,50,38,1
17,2,171080,2,8,4,5,3,4,1,0,0,20,38,0
55,2,208451,12,14,2,3,0,4,1,0,0,40,38,1
46,2,369538,0,6,2,13,0,4,1,0,0,40,38,1
58,2,106740,11,9,2,2,0,4,1,0,0,40,38,1
67,4,141085,11,9,0,9,1,4,0,0,0,20,38,0
49,2,328776,11,9,0,3,4,4,0,0,0,40,38,0
